record_id,timestamp,junction_id,junction_name,day_type,is_festival,weather_condition,is_rain,rainfall_mm,temperature_c,visibility_m,is_accident,congestion_index,avg_speed_kmph,waiting_time_sec,travel_time_sec,fuel_consumption_l,co2_emission_kg,confidence_score,recommendation_reason
WX546502,2026-04-29 06:41:41,J005,Yeshwantpur,Weekday,False,Clear,False,0.0,24.9,2697.0,False,0.358,32.7,22.8,158.5,0.139,0.321,0.969,Moderate traffic flow - standard adaptive signal timing in effect
WX546503,2025-03-11 09:21:48,J009,Majestic,Weekday,False,Clear,False,0.0,26.4,2536.0,False,0.995,7.1,67.0,524.7,0.163,0.377,0.908,Heavy congestion detected - signal timing extended and reroute suggested
WX546504,2025-04-04 06:29:42,J001,Silk Board,Weekday,False,Clear,False,0.0,24.6,2459.0,False,0.207,34.9,13.0,113.4,0.105,0.243,0.967,Normal free-flow traffic - standard signal timing maintained
WX546505,2025-11-15 18:58:17,J025,Bannerghatta Road,Weekend,False,Light Rain,True,5.8,21.8,362.0,False,0.907,10.3,55.6,296.2,0.132,0.305,0.894,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
WX546506,2026-05-11 19:43:06,J027,Mysore Road,Weekday,False,Clear,False,0.0,28.6,1667.0,False,0.913,10.1,60.0,289.6,0.126,0.291,0.931,Heavy congestion detected - signal timing extended and reroute suggested
WX546507,2025-08-30 11:25:26,J039,KR Market,Weekend,False,Clear,False,0.0,24.6,1782.0,False,0.263,33.9,20.2,112.7,0.104,0.24,0.979,Moderate traffic flow - standard adaptive signal timing in effect
WX546508,2026-04-02 16:42:12,J002,Marathahalli,Weekday,False,Fog,False,0.0,32.7,183.0,False,0.724,11.9,48.0,307.2,0.14,0.323,0.92,Moderate traffic flow - standard adaptive signal timing in effect
WX546509,2025-06-13 12:45:07,J019,RT Nagar,Weekday,False,Clear,False,0.0,27.6,2209.0,False,0.22,31.0,13.5,53.7,0.038,0.088,0.94,Normal free-flow traffic - standard signal timing maintained
WX546510,2025-07-27 19:43:17,J019,RT Nagar,Weekend,False,Rain,True,13.8,21.8,540.0,False,0.829,7.8,52.9,187.7,0.048,0.111,0.92,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
WX546511,2025-12-27 15:10:57,J024,JP Nagar,Weekend,False,Clear,False,0.0,24.5,2528.0,False,0.145,41.8,7.9,65.0,0.055,0.127,0.943,Normal free-flow traffic - standard signal timing maintained
WX546512,2025-06-20 21:36:26,J027,Mysore Road,Weekday,False,Clear,False,0.0,23.2,2317.0,False,0.292,28.2,24.4,132.9,0.099,0.229,0.984,Moderate traffic flow - standard adaptive signal timing in effect
WX546513,2025-12-07 08:47:09,J034,Ulsoor,Weekend,False,Clear,False,0.0,21.8,1542.0,False,0.698,18.1,46.7,268.9,0.172,0.397,0.98,Moderate traffic flow - standard adaptive signal timing in effect
WX546514,2025-05-07 04:11:25,J020,Malleshwaram Circle,Weekday,False,Clear,False,0.0,23.0,2380.0,False,0.143,36.7,12.6,118.2,0.108,0.249,0.976,Normal free-flow traffic - standard signal timing maintained
WX546515,2025-09-27 22:26:01,J039,KR Market,Weekend,False,Clear,False,0.0,22.9,2593.0,False,0.127,25.1,3.4,174.1,0.114,0.263,0.95,Normal free-flow traffic - standard signal timing maintained
WX546516,2025-04-09 15:58:41,J005,Yeshwantpur,Weekday,False,Clear,False,0.0,33.3,2530.0,False,0.409,29.9,38.2,121.4,0.095,0.219,0.955,Moderate traffic flow - standard adaptive signal timing in effect
WX546517,2025-10-10 17:06:35,J005,Yeshwantpur,Weekday,False,Clear,False,0.0,27.1,1581.0,False,0.79,16.4,51.6,179.4,0.094,0.217,0.957,Heavy congestion detected - signal timing extended and reroute suggested
WX546518,2025-04-06 14:19:26,J037,Kadugodi,Weekend,True,Clear,False,0.0,32.3,1971.0,False,0.357,41.5,23.5,53.3,0.037,0.085,0.887,Moderate traffic flow - standard adaptive signal timing in effect
WX546519,2026-04-05 09:22:19,J034,Ulsoor,Weekend,False,Clear,False,0.0,28.5,2100.0,False,0.711,16.1,44.4,314.3,0.162,0.374,0.97,Moderate traffic flow - standard adaptive signal timing in effect
WX546520,2025-09-30 16:01:10,J035,Domlur,Weekday,False,Fog,False,0.0,28.2,20.0,False,0.541,12.2,32.9,233.1,0.1,0.231,0.918,Moderate traffic flow - standard adaptive signal timing in effect
WX546521,2025-01-13 22:18:55,J006,Tin Factory,Weekday,False,Clear,False,0.0,20.5,2680.0,False,0.177,38.5,15.6,89.3,0.085,0.196,0.987,Normal free-flow traffic - standard signal timing maintained
WX546522,2026-04-03 11:39:26,J020,Malleshwaram Circle,Weekday,False,Rain,True,13.9,30.3,778.0,False,0.559,16.9,42.1,323.9,0.199,0.46,0.938,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
WX546523,2026-06-16 18:25:32,J021,Vijayanagar,Weekday,False,Clear,False,0.0,27.8,2812.0,False,0.987,10.4,62.5,390.3,0.172,0.397,0.904,Heavy congestion detected - signal timing extended and reroute suggested
WX546524,2026-03-19 18:50:38,J041,Chalukya Circle,Weekday,True,Clear,False,0.0,29.2,1530.0,False,1.0,9.5,60.6,368.7,0.149,0.344,0.879,Festival crowd surge detected - alternate route and extended cycle recommended
WX546525,2025-01-14 08:40:23,J033,Trinity Circle,Weekday,True,Clear,False,0.0,20.9,2162.0,False,1.0,9.2,70.3,246.4,0.112,0.259,0.88,Festival crowd surge detected - alternate route and extended cycle recommended
WX546526,2025-05-05 18:19:26,J005,Yeshwantpur,Weekday,False,Clear,False,0.0,31.0,1818.0,False,1.0,7.9,64.2,281.7,0.115,0.266,0.935,Heavy congestion detected - signal timing extended and reroute suggested
WX546527,2025-03-19 08:30:22,J012,Koramangala Sony World,Weekday,False,Clear,False,0.0,27.2,2177.0,False,0.972,11.9,62.5,229.9,0.094,0.217,0.925,Heavy congestion detected - signal timing extended and reroute suggested
WX546528,2025-01-22 13:44:56,J026,Hosur Road,Weekday,False,Clear,False,0.0,24.3,2379.0,False,0.143,35.8,9.1,106.6,0.105,0.243,0.979,Normal free-flow traffic - standard signal timing maintained
WX546529,2025-10-04 09:13:12,J008,Jayanagar 4th Block,Weekend,False,Clear,False,0.0,25.9,1561.0,False,0.701,18.6,45.9,169.2,0.116,0.268,0.957,Moderate traffic flow - standard adaptive signal timing in effect
WX546530,2026-06-15 12:16:34,J042,Anand Rao Circle,Weekday,False,Clear,False,0.0,27.2,2223.0,False,0.302,28.0,26.9,201.6,0.137,0.316,0.97,Moderate traffic flow - standard adaptive signal timing in effect
WX546531,2025-04-12 11:18:49,J041,Chalukya Circle,Weekend,False,Clear,False,0.0,29.2,1652.0,False,0.338,30.4,22.4,129.9,0.128,0.296,0.974,Moderate traffic flow - standard adaptive signal timing in effect
WX546532,2025-03-08 07:15:01,J040,City Market,Weekend,False,Clear,False,0.0,24.4,1742.0,False,0.385,27.6,25.1,134.6,0.098,0.226,0.964,Moderate traffic flow - standard adaptive signal timing in effect
WX546533,2025-02-06 14:22:54,J011,Indiranagar 100ft Road,Weekday,False,Clear,False,0.0,26.8,1911.0,False,0.156,39.1,11.8,114.7,0.114,0.263,0.975,Normal free-flow traffic - standard signal timing maintained
WX546534,2025-05-14 16:23:00,J012,Koramangala Sony World,Weekday,False,Clear,False,0.0,32.1,2078.0,False,0.429,27.4,29.5,146.9,0.111,0.256,0.969,Moderate traffic flow - standard adaptive signal timing in effect
WX546535,2025-09-18 16:44:33,J006,Tin Factory,Weekday,False,Clear,False,0.0,28.0,3000.0,False,0.626,23.2,36.3,109.1,0.087,0.201,0.965,Moderate traffic flow - standard adaptive signal timing in effect
WX546536,2026-04-05 06:57:35,J038,Varthur,Weekend,False,Clear,False,0.0,26.5,2778.0,False,0.295,39.5,15.8,108.3,0.127,0.293,0.969,Moderate traffic flow - standard adaptive signal timing in effect
WX546537,2026-04-03 11:19:25,J013,HSR BDA Complex,Weekday,False,Clear,False,0.0,30.5,2050.0,False,0.483,25.9,36.0,116.5,0.098,0.226,0.953,Moderate traffic flow - standard adaptive signal timing in effect
WX546538,2025-06-25 14:04:36,J030,MG Road,Weekday,False,Heavy Rain,True,49.7,25.0,228.0,False,0.82,9.9,53.4,360.1,0.139,0.321,0.896,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
WX546539,2026-02-18 14:58:00,J038,Varthur,Weekday,False,Light Rain,True,3.9,24.7,411.0,False,0.32,11.0,19.2,299.9,0.14,0.323,0.912,Light rain detected - minor speed reduction advised
WX546540,2026-05-22 16:02:56,J002,Marathahalli,Weekday,False,Clear,False,0.0,32.3,1849.0,False,0.427,33.2,29.7,102.1,0.083,0.192,0.969,Moderate traffic flow - standard adaptive signal timing in effect
WX546541,2026-02-28 18:43:56,J004,Hebbal,Weekend,False,Clear,False,0.0,25.0,1877.0,False,0.702,21.6,45.9,193.3,0.128,0.296,0.93,Moderate traffic flow - standard adaptive signal timing in effect
WX546542,2025-01-24 14:38:25,J006,Tin Factory,Weekday,False,Fog,False,0.0,25.9,20.0,False,0.316,13.0,16.3,249.1,0.1,0.231,0.938,Moderate traffic flow - standard adaptive signal timing in effect
WX546543,2026-02-14 14:30:44,J041,Chalukya Circle,Weekend,False,Clear,False,0.0,27.8,1799.0,False,0.194,34.1,19.1,81.2,0.068,0.157,0.957,Normal free-flow traffic - standard signal timing maintained
WX546544,2025-10-25 06:04:42,J014,Electronic City Toll,Weekend,False,Light Rain,True,5.2,17.8,284.0,False,0.364,11.0,26.5,105.9,0.033,0.076,0.908,Light rain detected - minor speed reduction advised
WX546545,2025-05-01 13:58:29,J028,Tumkur Road,Weekday,True,Clear,False,0.0,30.5,3000.0,False,0.403,34.3,23.3,171.2,0.164,0.379,0.902,Moderate traffic flow - standard adaptive signal timing in effect
WX546546,2025-03-27 18:15:06,J014,Electronic City Toll,Weekday,False,Clear,False,0.0,30.8,1973.0,False,1.0,9.6,69.2,200.3,0.085,0.196,0.91,Heavy congestion detected - signal timing extended and reroute suggested
WX546547,2025-12-13 15:31:43,J015,Bellandur,Weekend,False,Clear,False,0.0,26.0,2394.0,False,0.109,33.2,3.9,94.6,0.103,0.238,0.946,Normal free-flow traffic - standard signal timing maintained
WX546548,2026-03-03 12:14:13,J008,Jayanagar 4th Block,Weekday,False,Clear,False,0.0,31.4,1997.0,False,0.135,35.2,12.2,90.3,0.091,0.21,0.953,Normal free-flow traffic - standard signal timing maintained
WX546549,2025-04-16 13:13:07,J002,Marathahalli,Weekday,False,Clear,False,0.0,31.6,2190.0,False,0.177,37.9,5.2,98.4,0.103,0.238,0.947,Normal free-flow traffic - standard signal timing maintained
WX546550,2025-08-25 20:32:25,J011,Indiranagar 100ft Road,Weekday,False,Clear,False,0.0,24.6,2433.0,False,0.695,20.7,46.0,237.2,0.155,0.358,0.937,Moderate traffic flow - standard adaptive signal timing in effect
WX546551,2025-05-17 16:07:13,J032,Richmond Circle,Weekend,False,Clear,False,0.0,30.1,2495.0,False,0.29,27.5,15.1,131.8,0.098,0.226,0.973,Moderate traffic flow - standard adaptive signal timing in effect
WX546552,2025-09-19 21:43:02,J028,Tumkur Road,Weekday,False,Heavy Rain,True,47.9,21.3,134.0,True,1.0,7.0,67.8,605.0,0.2,0.462,0.694,Accident detected nearby - reroute and reduced speed advised
WX546553,2026-05-08 17:37:53,J021,Vijayanagar,Weekday,False,Clear,False,0.0,31.0,2204.0,False,0.866,14.5,57.6,364.7,0.176,0.407,0.948,Heavy congestion detected - signal timing extended and reroute suggested
WX546554,2025-01-27 10:56:02,J009,Majestic,Weekday,True,Clear,False,0.0,21.8,2417.0,False,0.596,22.3,38.3,112.5,0.092,0.213,0.913,Festival crowd surge detected - alternate route and extended cycle recommended
WX546555,2026-02-10 11:37:23,J033,Trinity Circle,Weekday,False,Clear,False,0.0,23.5,2814.0,False,0.342,39.8,25.7,114.0,0.117,0.27,0.958,Moderate traffic flow - standard adaptive signal timing in effect
WX546556,2026-04-06 10:55:07,J013,HSR BDA Complex,Weekday,False,Clear,False,0.0,30.8,2841.0,False,0.39,27.8,32.1,79.6,0.079,0.182,0.961,Moderate traffic flow - standard adaptive signal timing in effect
WX546557,2026-06-11 07:22:12,J037,Kadugodi,Weekday,False,Clear,False,0.0,22.0,2295.0,False,0.561,27.7,32.2,109.2,0.082,0.189,0.977,Moderate traffic flow - standard adaptive signal timing in effect
WX546558,2025-07-18 11:04:33,J013,HSR BDA Complex,Weekday,False,Rain,True,13.6,20.3,400.0,True,1.0,10.1,63.0,516.8,0.228,0.527,0.698,Accident detected nearby - reroute and reduced speed advised
WX546559,2025-12-22 17:33:00,J040,City Market,Weekday,False,Light Rain,True,0.8,22.0,492.0,False,1.0,9.2,64.4,443.0,0.181,0.418,0.865,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
WX546560,2025-11-24 08:43:48,J021,Vijayanagar,Weekday,False,Light Rain,True,4.2,18.2,529.0,False,1.0,9.9,70.4,270.5,0.126,0.291,0.851,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
WX546561,2025-07-13 13:30:46,J036,HAL Airport Road,Weekend,False,Clear,False,0.0,28.1,2645.0,False,0.127,36.2,10.8,92.8,0.111,0.256,0.963,Normal free-flow traffic - standard signal timing maintained
WX546562,2025-06-16 20:49:49,J003,KR Puram,Weekday,False,Rain,True,13.8,19.9,217.0,False,0.703,10.8,44.9,371.9,0.172,0.397,0.918,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
WX546563,2025-01-18 05:49:36,J022,Rajajinagar,Weekend,False,Clear,False,0.0,18.4,1446.0,False,0.136,26.9,11.5,127.7,0.095,0.219,0.957,Normal free-flow traffic - standard signal timing maintained
WX546564,2025-05-11 12:54:18,J014,Electronic City Toll,Weekend,False,Fog,False,0.0,30.0,108.0,False,0.156,9.3,10.7,301.3,0.068,0.157,0.915,Fog reducing visibility - reduced speed and headlight advisory issued
WX546565,2026-02-05 19:21:01,J034,Ulsoor,Weekday,False,Fog,False,0.0,26.0,64.0,False,1.0,8.9,68.0,448.4,0.157,0.363,0.876,Heavy congestion detected - signal timing extended and reroute suggested
WX546566,2025-12-22 09:49:42,J025,Bannerghatta Road,Weekday,False,Clear,False,0.0,18.9,2696.0,False,0.886,12.7,55.5,320.5,0.136,0.314,0.959,Heavy congestion detected - signal timing extended and reroute suggested
WX546567,2025-09-12 15:19:28,J002,Marathahalli,Weekday,False,Clear,False,0.0,29.9,2256.0,False,0.322,29.5,16.1,96.4,0.074,0.171,0.964,Moderate traffic flow - standard adaptive signal timing in effect
WX546568,2025-06-08 17:14:37,J041,Chalukya Circle,Weekend,False,Clear,False,0.0,27.2,2109.0,False,0.622,25.7,46.3,124.0,0.096,0.222,0.941,Moderate traffic flow - standard adaptive signal timing in effect
WX546569,2026-05-17 08:45:13,J026,Hosur Road,Weekend,False,Rain,True,9.8,23.0,239.0,False,1.0,8.2,69.7,500.2,0.178,0.411,0.863,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
WX546570,2025-11-20 18:34:05,J031,Cubbon Road,Weekday,False,Clear,False,0.0,25.9,1695.0,False,1.0,10.5,63.6,274.7,0.137,0.316,0.907,Heavy congestion detected - signal timing extended and reroute suggested
WX546571,2025-11-07 21:46:03,J039,KR Market,Weekday,False,Clear,False,0.0,22.5,2856.0,False,0.247,40.8,18.5,72.6,0.065,0.15,0.99,Normal free-flow traffic - standard signal timing maintained
WX546572,2025-01-15 16:15:54,J026,Hosur Road,Weekday,True,Fog,False,0.0,25.6,156.0,False,0.793,13.8,51.4,395.7,0.198,0.457,0.856,Festival crowd surge detected - alternate route and extended cycle recommended
WX546573,2026-01-12 09:33:24,J005,Yeshwantpur,Weekday,False,Clear,False,0.0,22.5,3000.0,False,0.973,10.6,61.6,386.4,0.191,0.441,0.898,Heavy congestion detected - signal timing extended and reroute suggested
WX546574,2026-03-20 21:27:43,J033,Trinity Circle,Weekday,True,Clear,False,0.0,26.3,2462.0,False,0.557,19.3,35.4,173.4,0.087,0.201,0.906,Festival crowd surge detected - alternate route and extended cycle recommended
WX546575,2026-06-19 18:03:39,J004,Hebbal,Weekday,False,Fog,False,0.0,27.8,209.0,False,1.0,9.7,64.2,339.5,0.138,0.319,0.859,Heavy congestion detected - signal timing extended and reroute suggested
WX546576,2026-01-24 08:03:53,J023,Basavanagudi,Weekend,False,Clear,False,0.0,20.7,2489.0,False,0.606,25.9,42.5,117.8,0.108,0.249,0.984,Moderate traffic flow - standard adaptive signal timing in effect
WX546577,2026-06-05 19:28:14,J037,Kadugodi,Weekday,False,Rain,True,22.2,22.6,698.0,False,1.0,8.0,70.1,566.7,0.199,0.46,0.891,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
WX546578,2026-02-03 17:41:46,J026,Hosur Road,Weekday,False,Clear,False,0.0,28.1,2121.0,False,0.927,11.9,60.2,459.2,0.215,0.497,0.921,Heavy congestion detected - signal timing extended and reroute suggested
WX546579,2026-02-02 19:16:45,J023,Basavanagudi,Weekday,False,Clear,False,0.0,26.4,2285.0,False,0.934,12.0,56.5,255.5,0.126,0.291,0.923,Heavy congestion detected - signal timing extended and reroute suggested
WX546580,2026-06-22 09:01:57,J039,KR Market,Weekday,False,Clear,False,0.0,23.7,2114.0,False,1.0,8.0,62.9,369.5,0.146,0.337,0.929,Heavy congestion detected - signal timing extended and reroute suggested
WX546581,2026-06-23 17:55:45,J027,Mysore Road,Weekday,False,Clear,False,0.0,27.5,2619.0,False,1.0,8.8,68.0,332.4,0.131,0.303,0.903,Heavy congestion detected - signal timing extended and reroute suggested
WX546582,2025-07-07 10:38:10,J023,Basavanagudi,Weekday,False,Clear,False,0.0,24.9,2822.0,False,0.567,20.3,40.0,105.6,0.093,0.215,0.965,Moderate traffic flow - standard adaptive signal timing in effect
WX546583,2026-05-15 18:39:04,J015,Bellandur,Weekday,False,Clear,False,0.0,30.2,2232.0,False,1.0,9.8,66.8,227.3,0.092,0.213,0.912,Heavy congestion detected - signal timing extended and reroute suggested
WX546584,2026-01-20 16:29:08,J032,Richmond Circle,Weekday,False,Clear,False,0.0,25.4,1987.0,False,0.511,27.0,34.7,98.1,0.076,0.176,0.961,Moderate traffic flow - standard adaptive signal timing in effect
WX546585,2026-04-13 21:33:39,J002,Marathahalli,Weekday,False,Clear,False,0.0,27.8,2501.0,False,0.307,39.6,20.8,77.3,0.083,0.192,0.962,Moderate traffic flow - standard adaptive signal timing in effect
WX546586,2025-12-17 13:09:21,J037,Kadugodi,Weekday,False,Clear,False,0.0,24.9,1728.0,False,0.176,33.0,11.4,125.2,0.108,0.249,0.966,Normal free-flow traffic - standard signal timing maintained
WX546587,2025-05-23 17:39:13,J041,Chalukya Circle,Weekday,False,Clear,False,0.0,28.5,1594.0,False,0.884,14.3,55.1,328.4,0.182,0.42,0.932,Heavy congestion detected - signal timing extended and reroute suggested
WX546588,2025-07-01 17:45:12,J005,Yeshwantpur,Weekday,False,Heavy Rain,True,68.1,23.7,217.0,False,1.0,8.1,62.1,513.2,0.162,0.374,0.861,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
WX546589,2026-05-10 17:45:08,J011,Indiranagar 100ft Road,Weekend,False,Clear,False,0.0,31.9,2825.0,False,0.657,24.2,42.0,124.6,0.086,0.199,0.957,Moderate traffic flow - standard adaptive signal timing in effect
WX546590,2025-11-16 18:58:54,J041,Chalukya Circle,Weekend,False,Clear,False,0.0,24.9,1759.0,False,0.668,21.7,47.0,177.5,0.123,0.284,0.987,Moderate traffic flow - standard adaptive signal timing in effect
WX546591,2025-09-14 06:40:23,J001,Silk Board,Weekend,False,Clear,False,0.0,22.6,2245.0,False,0.183,39.2,7.2,93.6,0.094,0.217,0.981,Normal free-flow traffic - standard signal timing maintained
WX546592,2025-10-16 11:18:40,J017,Whitefield ITPL,Weekday,False,Clear,False,0.0,26.8,2203.0,False,0.292,32.5,17.9,124.3,0.093,0.215,0.97,Moderate traffic flow - standard adaptive signal timing in effect
WX546593,2025-08-19 10:39:30,J008,Jayanagar 4th Block,Weekday,False,Heavy Rain,True,31.4,21.7,263.0,False,1.0,9.1,61.0,679.8,0.249,0.575,0.873,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
WX546594,2025-04-25 21:32:27,J041,Chalukya Circle,Weekday,False,Clear,False,0.0,28.0,2085.0,False,0.266,30.7,16.7,129.5,0.11,0.254,0.949,Moderate traffic flow - standard adaptive signal timing in effect
WX546595,2025-01-04 15:34:43,J009,Majestic,Weekend,False,Clear,False,0.0,25.7,2846.0,False,0.218,40.7,12.6,68.7,0.076,0.176,0.962,Normal free-flow traffic - standard signal timing maintained
WX546596,2025-05-13 08:33:14,J011,Indiranagar 100ft Road,Weekday,False,Heavy Rain,True,41.3,25.1,284.0,False,1.0,9.2,71.2,347.9,0.137,0.316,0.868,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
