record_id,timestamp,source_junction_id,source_junction_name,affected_junction_id,affected_junction_name,network_hop_distance,distance_m,trigger_type,day_type,is_festival,weather_condition,is_rain,rainfall_mm,is_accident_at_source,propagation_delay_sec,congestion_increase_pct,speed_reduction_pct,affected_congestion_index,avg_speed_kmph,waiting_time_sec,travel_time_sec,fuel_consumption_l,co2_emission_kg,recovered_within_5min,confidence_score,recommendation_reason
RE152416,2025-04-13 16:23:40,J014,Electronic City Toll,J020,Malleshwaram Circle,3,3013,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,284.3,7.3,5.6,0.414,29.9,32.4,156.8,0.124,0.286,True,0.958,Moderate traffic flow - standard adaptive signal timing in effect
RE152417,2026-01-10 19:29:14,J016,Sarjapur Road,J022,Rajajinagar,3,2183,Signal Fault,Weekend,False,Clear,False,0.0,False,192.7,29.5,18.0,0.759,15.6,49.0,335.9,0.196,0.454,False,0.914,Heavy congestion detected - signal timing extended and reroute suggested
RE152418,2026-01-09 17:40:15,J033,Trinity Circle,J034,Ulsoor,1,472,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,28.6,66.4,55.7,1.0,7.4,66.0,359.7,0.121,0.279,False,0.904,Heavy congestion detected - signal timing extended and reroute suggested
RE152419,2025-07-28 21:36:38,J039,KR Market,J003,KR Puram,3,2067,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,195.7,11.6,8.0,0.273,30.1,20.4,149.7,0.117,0.269,True,0.961,Green wave coordination successful - maintain current corridor offset
RE152420,2026-03-19 09:17:17,J005,Yeshwantpur,J009,Majestic,2,670,Signal Fault,Weekday,True,Clear,False,0.0,False,59.1,67.4,42.9,1.0,8.9,64.1,569.9,0.224,0.517,False,0.827,Festival crowd surge detected - alternate route and extended cycle recommended
RE152421,2025-12-30 07:39:17,J029,Old Airport Road,J030,MG Road,1,578,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,61.7,55.9,38.0,0.934,9.9,55.5,419.3,0.16,0.369,False,0.934,Heavy congestion detected - signal timing extended and reroute suggested
RE152422,2026-01-31 14:49:24,J027,Mysore Road,J030,MG Road,3,1369,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,128.9,19.2,11.4,0.333,31.8,21.7,125.7,0.119,0.276,True,0.973,Green wave coordination successful - maintain current corridor offset
RE152423,2025-06-08 12:49:47,J015,Bellandur,J017,Whitefield ITPL,2,1336,Recurrent Congestion,Weekend,False,Fog,False,0.0,False,117.8,15.2,9.4,0.219,27.3,16.8,80.4,0.046,0.105,True,0.969,Green wave coordination successful - maintain current corridor offset
RE152424,2025-05-13 16:47:19,J005,Yeshwantpur,J006,Tin Factory,1,544,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,41.9,51.7,33.7,0.942,12.3,56.5,348.4,0.159,0.367,False,0.909,Heavy congestion detected - signal timing extended and reroute suggested
RE152425,2025-11-23 21:27:21,J036,HAL Airport Road,J038,Varthur,2,1406,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,129.6,22.9,12.8,0.367,27.7,22.1,139.9,0.109,0.251,True,0.968,Green wave coordination successful - maintain current corridor offset
RE152426,2026-06-03 06:56:33,J009,Majestic,J010,Shivajinagar,1,378,Recurrent Congestion,Weekday,False,Heavy Rain,True,33.6,False,39.8,62.1,39.2,1.0,7.9,61.1,452.7,0.151,0.349,False,0.86,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
RE152427,2026-03-08 14:37:52,J023,Basavanagudi,J027,Mysore Road,2,969,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,82.7,26.1,14.7,0.259,33.0,13.5,83.6,0.076,0.175,False,0.965,Moderate traffic flow - standard adaptive signal timing in effect
RE152428,2025-09-22 17:20:38,J003,KR Puram,J004,Hebbal,1,485,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,39.2,68.0,54.2,1.0,8.2,64.3,618.5,0.225,0.519,False,0.918,Heavy congestion detected - signal timing extended and reroute suggested
RE152429,2025-07-16 14:06:20,J042,Anand Rao Circle,J003,KR Puram,3,2149,Recurrent Congestion,Weekday,False,Fog,False,0.0,False,205.6,6.6,5.4,0.216,41.1,15.5,135.9,0.147,0.339,True,0.99,Green wave coordination successful - maintain current corridor offset
RE152430,2025-05-11 10:09:54,J014,Electronic City Toll,J016,Sarjapur Road,2,1705,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,140.2,20.3,15.7,0.574,28.2,35.0,194.5,0.161,0.372,True,0.983,Moderate traffic flow - standard adaptive signal timing in effect
RE152431,2025-05-15 21:43:00,J007,Banashankari,J011,Indiranagar 100ft Road,2,1786,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,159.5,7.1,4.7,0.349,27.2,19.9,86.8,0.058,0.133,True,0.962,Green wave coordination successful - maintain current corridor offset
RE152432,2026-04-21 12:45:13,J011,Indiranagar 100ft Road,J013,HSR BDA Complex,2,1077,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,91.9,24.6,20.1,0.385,34.6,26.0,108.0,0.098,0.227,True,0.974,Green wave coordination successful - maintain current corridor offset
RE152433,2025-12-09 19:25:56,J027,Mysore Road,J028,Tumkur Road,1,526,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,56.8,70.0,54.3,1.0,9.1,69.4,149.8,0.078,0.18,False,0.903,Heavy congestion detected - signal timing extended and reroute suggested
RE152434,2025-02-02 15:37:50,J003,KR Puram,J009,Majestic,3,987,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,87.7,18.8,12.7,0.384,34.5,22.2,76.2,0.069,0.16,True,0.958,Green wave coordination successful - maintain current corridor offset
RE152435,2026-03-27 00:30:20,J021,Vijayanagar,J027,Mysore Road,3,2305,Festival Surge,Weekday,True,Clear,False,0.0,False,213.7,20.4,16.8,0.493,23.8,34.3,106.2,0.074,0.171,True,0.901,Moderate traffic flow - standard adaptive signal timing in effect
RE152436,2025-11-12 21:30:23,J009,Majestic,J011,Indiranagar 100ft Road,2,1273,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,118.3,17.7,10.2,0.449,25.6,29.9,175.8,0.125,0.288,True,0.987,Moderate traffic flow - standard adaptive signal timing in effect
RE152437,2026-02-20 13:33:35,J022,Rajajinagar,J024,JP Nagar,2,807,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,69.5,22.4,18.9,0.271,33.8,18.8,106.1,0.094,0.218,True,0.952,Green wave coordination successful - maintain current corridor offset
RE152438,2025-11-14 08:57:16,J014,Electronic City Toll,J015,Bellandur,1,772,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,65.2,59.3,46.3,1.0,7.4,63.1,351.5,0.099,0.228,False,0.937,Heavy congestion detected - signal timing extended and reroute suggested
RE152439,2025-01-19 17:11:09,J004,Hebbal,J010,Shivajinagar,3,2405,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,210.7,15.3,10.5,0.639,17.7,40.3,224.5,0.141,0.325,True,0.962,Moderate traffic flow - standard adaptive signal timing in effect
RE152440,2026-03-20 19:13:52,J015,Bellandur,J021,Vijayanagar,3,1590,Recurrent Congestion,Weekday,True,Clear,False,0.0,False,150.0,25.1,17.7,1.0,6.3,61.8,428.4,0.127,0.294,False,0.847,Festival crowd surge detected - alternate route and extended cycle recommended
RE152441,2025-05-28 13:19:20,J036,HAL Airport Road,J038,Varthur,1,754,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,68.2,19.2,14.6,0.348,26.6,21.9,141.7,0.115,0.267,True,0.976,Green wave coordination successful - maintain current corridor offset
RE152442,2025-11-28 20:38:00,J012,Koramangala Sony World,J014,Electronic City Toll,1,1412,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,132.2,23.7,16.2,0.65,20.2,47.8,290.3,0.173,0.4,True,0.969,Moderate traffic flow - standard adaptive signal timing in effect
RE152443,2026-01-27 19:56:07,J004,Hebbal,J005,Yeshwantpur,1,884,Festival Surge,Weekday,True,Clear,False,0.0,False,63.3,51.9,35.3,1.0,10.2,64.6,549.0,0.218,0.503,False,0.872,Festival crowd surge detected - alternate route and extended cycle recommended
RE152444,2025-11-07 19:51:33,J006,Tin Factory,J012,Koramangala Sony World,3,2911,Signal Fault,Weekday,False,Clear,False,0.0,False,280.4,8.1,5.8,0.682,23.0,52.5,174.9,0.122,0.281,True,0.906,Signal fault detected upstream - temporary manual/adaptive override recommended
RE152445,2025-12-30 21:21:36,J042,Anand Rao Circle,J001,Silk Board,1,572,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,50.8,46.8,32.9,0.595,21.4,37.5,247.0,0.162,0.375,False,0.942,Moderate traffic flow - standard adaptive signal timing in effect
RE152446,2025-12-06 06:24:25,J017,Whitefield ITPL,J019,RT Nagar,2,1435,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,112.9,13.9,9.3,0.281,34.6,21.0,96.8,0.073,0.17,True,0.958,Green wave coordination successful - maintain current corridor offset
RE152447,2025-12-16 06:25:19,J005,Yeshwantpur,J011,Indiranagar 100ft Road,3,2608,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,247.5,5.0,3.9,0.225,34.4,18.4,162.0,0.131,0.303,True,0.949,Green wave coordination successful - maintain current corridor offset
RE152448,2026-01-13 16:38:59,J029,Old Airport Road,J033,Trinity Circle,2,844,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,92.7,37.0,25.7,0.867,13.3,62.3,400.8,0.196,0.452,False,0.947,Heavy congestion detected - signal timing extended and reroute suggested
RE152449,2025-10-29 22:34:26,J033,Trinity Circle,J039,KR Market,3,2431,Recurrent Congestion,Weekday,False,Light Rain,True,4.3,False,222.3,5.6,3.4,0.248,33.6,20.0,188.5,0.154,0.356,True,0.91,Light rain detected - minor speed reduction advised
RE152450,2025-11-08 08:03:17,J032,Richmond Circle,J034,Ulsoor,2,1220,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,92.7,32.1,18.4,0.777,16.9,51.4,224.5,0.144,0.332,False,0.951,Heavy congestion detected - signal timing extended and reroute suggested
RE152451,2026-06-16 11:47:36,J022,Rajajinagar,J024,JP Nagar,1,508,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,53.9,26.8,21.9,0.35,24.8,22.2,232.0,0.159,0.368,False,0.941,Moderate traffic flow - standard adaptive signal timing in effect
RE152452,2026-04-15 10:43:40,J041,Chalukya Circle,J001,Silk Board,2,1630,Recurrent Congestion,Weekday,True,Clear,False,0.0,False,150.1,32.2,23.0,0.968,10.2,64.0,277.4,0.137,0.316,False,0.876,Festival crowd surge detected - alternate route and extended cycle recommended
RE152453,2026-02-27 18:19:51,J030,MG Road,J034,Ulsoor,2,773,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,84.3,58.1,42.4,1.0,8.1,64.0,747.3,0.253,0.585,False,0.927,Heavy congestion detected - signal timing extended and reroute suggested
RE152454,2025-05-15 08:00:07,J002,Marathahalli,J003,KR Puram,1,470,Signal Fault,Weekday,False,Light Rain,True,3.7,False,22.7,79.6,60.5,1.0,5.5,70.3,192.8,0.054,0.125,False,0.843,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
RE152455,2026-01-18 16:30:01,J021,Vijayanagar,J023,Basavanagudi,2,1099,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,86.1,29.2,24.2,0.577,19.0,33.8,152.5,0.098,0.225,False,0.967,Moderate traffic flow - standard adaptive signal timing in effect
RE152456,2025-05-15 17:02:43,J012,Koramangala Sony World,J018,Nagawara,3,2185,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,213.6,17.8,11.1,0.717,20.2,48.2,268.9,0.194,0.448,True,0.954,Moderate traffic flow - standard adaptive signal timing in effect
RE152457,2025-09-05 20:45:12,J008,Jayanagar 4th Block,J012,Koramangala Sony World,2,1787,Recurrent Congestion,Weekday,True,Heavy Rain,True,28.2,False,171.6,36.6,22.6,1.0,10.0,67.7,334.1,0.142,0.327,False,0.807,Festival crowd surge detected - alternate route and extended cycle recommended
RE152458,2025-06-07 12:03:23,J008,Jayanagar 4th Block,J009,Majestic,1,720,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,64.4,15.3,9.5,0.217,43.3,12.3,72.4,0.085,0.195,True,0.942,Green wave coordination successful - maintain current corridor offset
RE152459,2025-03-22 18:18:48,J013,HSR BDA Complex,J019,RT Nagar,3,1748,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,147.1,28.7,22.9,0.917,11.2,64.6,279.1,0.126,0.291,False,0.934,Heavy congestion detected - signal timing extended and reroute suggested
RE152460,2025-08-15 14:18:23,J034,Ulsoor,J036,HAL Airport Road,2,981,Festival Surge,Weekday,True,Rain,True,13.5,False,88.8,52.1,44.3,0.959,8.5,61.6,484.9,0.179,0.414,False,0.811,Festival crowd surge detected - alternate route and extended cycle recommended
RE152461,2025-02-06 07:32:52,J022,Rajajinagar,J025,Bannerghatta Road,3,1187,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,105.9,24.2,19.5,0.808,16.2,54.9,185.2,0.11,0.255,True,0.943,Heavy congestion detected - signal timing extended and reroute suggested
RE152462,2025-12-28 17:57:08,J042,Anand Rao Circle,J001,Silk Board,1,826,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,72.5,49.0,34.3,1.0,9.8,65.6,467.4,0.187,0.432,False,0.89,Heavy congestion detected - signal timing extended and reroute suggested
RE152463,2025-08-10 09:55:02,J018,Nagawara,J020,Malleshwaram Circle,1,607,Recurrent Congestion,Weekend,False,Rain,True,11.6,False,61.4,58.4,48.3,1.0,9.2,67.3,501.8,0.189,0.438,False,0.875,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
RE152464,2025-06-25 20:19:51,J037,Kadugodi,J039,KR Market,2,788,Recurrent Congestion,Weekday,False,Rain,True,10.8,False,53.9,49.9,33.5,1.0,8.5,71.0,393.6,0.156,0.36,False,0.89,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
RE152465,2025-11-27 15:51:01,J018,Nagawara,J020,Malleshwaram Circle,2,1210,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,118.6,25.7,15.7,0.429,25.2,31.6,200.6,0.156,0.362,False,0.958,Moderate traffic flow - standard adaptive signal timing in effect
RE152466,2025-06-13 06:33:21,J013,HSR BDA Complex,J015,Bellandur,2,1516,Recurrent Congestion,Weekday,False,Rain,True,23.2,False,135.7,28.2,15.9,0.776,16.2,45.6,203.1,0.124,0.287,False,0.915,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
RE152467,2026-04-17 18:12:51,J011,Indiranagar 100ft Road,J017,Whitefield ITPL,3,2083,Signal Fault,Weekday,False,Clear,False,0.0,False,212.9,25.1,17.5,1.0,7.7,69.5,580.2,0.193,0.445,False,0.847,Heavy congestion detected - signal timing extended and reroute suggested
RE152468,2025-10-23 07:54:44,J002,Marathahalli,J008,Jayanagar 4th Block,3,1757,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,167.2,23.5,19.9,0.953,11.7,63.0,400.1,0.184,0.424,True,0.934,Heavy congestion detected - signal timing extended and reroute suggested
RE152469,2025-06-22 16:59:28,J004,Hebbal,J005,Yeshwantpur,1,505,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,61.7,49.3,34.7,0.753,18.5,45.3,178.9,0.111,0.255,False,0.974,Heavy congestion detected - signal timing extended and reroute suggested
RE152470,2026-01-18 08:18:19,J031,Cubbon Road,J037,Kadugodi,3,1781,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,168.7,22.4,17.5,0.723,24.3,52.5,168.5,0.12,0.276,True,0.955,Moderate traffic flow - standard adaptive signal timing in effect
RE152471,2026-01-12 21:47:26,J025,Bannerghatta Road,J029,Old Airport Road,2,1257,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,113.0,19.1,12.9,0.351,31.0,22.6,135.6,0.131,0.302,True,0.939,Green wave coordination successful - maintain current corridor offset
RE152472,2026-04-14 10:59:28,J016,Sarjapur Road,J019,RT Nagar,3,1041,Recurrent Congestion,Weekday,True,Clear,False,0.0,False,100.5,45.1,26.5,0.93,13.0,63.6,481.6,0.232,0.535,False,0.883,Festival crowd surge detected - alternate route and extended cycle recommended
RE152473,2025-07-12 11:32:28,J037,Kadugodi,J039,KR Market,2,1407,Recurrent Congestion,Weekend,False,Fog,False,0.0,False,134.7,8.7,6.9,0.23,25.4,9.4,152.6,0.089,0.206,True,0.946,Green wave coordination successful - maintain current corridor offset
RE152474,2025-02-08 15:55:03,J025,Bannerghatta Road,J027,Mysore Road,2,1187,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,113.9,16.5,9.2,0.33,32.5,28.4,141.4,0.132,0.304,True,0.939,Green wave coordination successful - maintain current corridor offset
RE152475,2025-07-05 10:17:49,J015,Bellandur,J017,Whitefield ITPL,2,795,Recurrent Congestion,Weekend,False,Rain,True,7.6,False,66.2,50.6,32.3,0.928,11.3,63.9,354.6,0.145,0.335,False,0.887,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
RE152476,2025-03-02 12:58:27,J035,Domlur,J036,HAL Airport Road,1,819,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,74.1,12.4,9.7,0.185,38.7,12.5,154.7,0.146,0.338,True,0.956,Green wave coordination successful - maintain current corridor offset
RE152477,2025-04-06 11:28:30,J026,Hosur Road,J032,Richmond Circle,3,1862,Recurrent Congestion,Weekend,True,Light Rain,True,1.7,False,183.4,21.7,13.3,0.628,19.9,38.1,192.5,0.113,0.261,True,0.875,Festival crowd surge detected - alternate route and extended cycle recommended
RE152478,2025-07-30 19:07:53,J009,Majestic,J012,Koramangala Sony World,3,2307,Recurrent Congestion,Weekday,False,Rain,True,16.8,False,209.4,15.2,12.1,1.0,7.5,69.0,687.6,0.187,0.432,True,0.859,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
RE152479,2026-02-09 19:50:53,J032,Richmond Circle,J035,Domlur,3,1372,Recurrent Congestion,Weekday,False,Light Rain,True,1.1,False,115.6,38.0,30.8,1.0,8.5,62.0,395.1,0.143,0.33,False,0.86,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
RE152480,2025-08-05 11:53:45,J022,Rajajinagar,J028,Tumkur Road,3,1574,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,171.0,18.8,15.8,0.342,31.5,16.7,88.5,0.065,0.15,True,0.966,Green wave coordination successful - maintain current corridor offset
RE152481,2025-11-21 14:38:50,J022,Rajajinagar,J024,JP Nagar,1,711,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,61.6,13.1,8.7,0.337,31.9,17.7,144.6,0.119,0.275,True,0.947,Green wave coordination successful - maintain current corridor offset
RE152482,2025-10-26 20:14:23,J012,Koramangala Sony World,J018,Nagawara,3,1675,Recurrent Congestion,Weekend,False,Heavy Rain,True,33.8,False,154.8,36.6,26.9,0.961,9.1,66.4,507.0,0.186,0.43,False,0.875,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
RE152483,2025-05-10 20:14:21,J016,Sarjapur Road,J018,Nagawara,1,255,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,20.0,59.5,48.3,0.877,13.4,55.7,106.9,0.061,0.141,False,0.945,Heavy congestion detected - signal timing extended and reroute suggested
RE152484,2026-04-24 14:28:32,J019,RT Nagar,J020,Malleshwaram Circle,1,624,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,60.9,21.8,17.9,0.334,24.0,11.5,145.0,0.109,0.252,True,0.987,Green wave coordination successful - maintain current corridor offset
RE152485,2025-06-30 17:23:35,J010,Shivajinagar,J013,HSR BDA Complex,3,2893,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,268.4,15.0,12.1,0.941,10.5,61.3,144.3,0.079,0.183,True,0.931,Heavy congestion detected - signal timing extended and reroute suggested
RE152486,2026-04-02 12:48:04,J021,Vijayanagar,J024,JP Nagar,3,2516,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,242.0,4.5,2.8,0.133,37.6,2.7,87.8,0.075,0.174,True,0.973,Green wave coordination successful - maintain current corridor offset
RE152487,2026-02-26 12:01:22,J031,Cubbon Road,J035,Domlur,2,1903,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,156.2,6.4,4.1,0.271,37.3,18.4,97.1,0.08,0.185,True,0.964,Green wave coordination successful - maintain current corridor offset
RE152488,2026-04-16 13:01:49,J006,Tin Factory,J010,Shivajinagar,2,1661,Recurrent Congestion,Weekday,False,Fog,False,0.0,False,172.7,5.7,4.4,0.237,21.7,17.0,226.5,0.136,0.314,True,0.971,Green wave coordination successful - maintain current corridor offset
RE152489,2025-05-23 05:37:36,J042,Anand Rao Circle,J004,Hebbal,2,1668,Signal Fault,Weekday,False,Clear,False,0.0,False,148.0,17.1,12.8,0.284,29.0,15.8,139.8,0.097,0.224,True,0.912,Green wave coordination successful - maintain current corridor offset
RE152490,2025-11-26 19:11:53,J042,Anand Rao Circle,J003,KR Puram,3,1440,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,125.9,35.0,19.4,1.0,8.5,63.7,445.9,0.187,0.432,False,0.93,Heavy congestion detected - signal timing extended and reroute suggested
RE152491,2025-01-30 05:17:13,J007,Banashankari,J009,Majestic,1,870,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,65.2,11.6,8.4,0.189,38.0,8.9,81.8,0.084,0.193,True,0.926,Green wave coordination successful - maintain current corridor offset
