record_id,timestamp,parking_lot_id,junction_id,junction_name,lot_type,capacity,occupied_slots,occupancy_pct,day_type,is_festival,is_rain,rainfall_mm,is_accident_nearby,near_full,turnover_rate_per_hr,avg_search_time_sec,search_distance_km,fuel_consumption_l,co2_emission_kg,confidence_score,recommendation_reason
PK640777,2025-08-03 06:31:21,J018-P3,J018,Nagawara,Office Complex,316,123,38.9,Weekend,False,True,71.3,False,False,0.63,47.9,0.18,0.047,0.108,0.938,Ample parking available - standard guidance sufficient
PK640778,2025-05-13 13:23:19,J018-P1,J018,Nagawara,Mall Basement,390,44,11.3,Weekday,False,False,0.0,False,False,0.69,15.0,0.05,0.01,0.023,0.958,Ample parking available - standard guidance sufficient
PK640779,2026-01-10 10:36:27,J032-P3,J032,Richmond Circle,Mall Basement,443,76,17.2,Weekend,False,False,0.0,False,False,0.75,43.5,0.16,0.058,0.135,0.964,Ample parking available - standard guidance sufficient
PK640780,2026-04-10 17:19:31,J033-P1,J033,Trinity Circle,On-Street Metered,20,18,90.0,Weekday,False,False,0.0,False,True,0.46,190.1,0.68,0.196,0.452,0.919,Lot filling up - real-time slot guidance recommended
PK640781,2025-11-15 18:41:51,J020-P3,J020,Malleshwaram Circle,Multi-Level Public,694,630,90.8,Weekend,False,False,0.0,False,True,0.37,211.1,0.98,0.246,0.568,0.924,Lot filling up - real-time slot guidance recommended
PK640782,2025-01-13 13:06:46,J006-P2,J006,Tin Factory,On-Street Metered,99,55,55.6,Weekday,False,False,0.0,False,False,0.43,16.5,0.06,0.026,0.061,0.932,Ample parking available - standard guidance sufficient
PK640783,2026-03-31 23:25:50,J014-P2,J014,Electronic City Toll,Mall Basement,478,91,19.0,Weekday,False,False,0.0,False,False,0.67,35.0,0.1,0.033,0.076,0.99,Ample parking available - standard guidance sufficient
PK640784,2025-05-04 18:50:07,J019-P2,J019,RT Nagar,Market Area,164,37,22.6,Weekend,False,False,0.0,False,False,0.46,49.9,0.22,0.045,0.104,0.964,Ample parking available - standard guidance sufficient
PK640785,2025-01-10 14:19:53,J026-P1,J026,Hosur Road,Office Complex,280,229,81.8,Weekday,False,False,0.0,False,False,0.37,119.6,0.4,0.147,0.34,0.977,Lot filling up - real-time slot guidance recommended
PK640786,2026-03-01 18:27:46,J042-P1,J042,Anand Rao Circle,On-Street Metered,96,86,89.6,Weekend,False,False,0.0,False,False,0.24,165.3,0.32,0.146,0.337,0.918,Lot filling up - real-time slot guidance recommended
PK640787,2025-04-16 19:32:26,J006-P2,J006,Tin Factory,On-Street Metered,59,18,30.5,Weekday,False,False,0.0,False,False,0.46,56.1,0.14,0.043,0.1,0.974,Ample parking available - standard guidance sufficient
PK640788,2025-10-24 19:35:55,J018-P1,J018,Nagawara,Market Area,35,10,28.6,Weekday,False,True,36.1,False,False,0.61,21.6,0.09,0.022,0.051,0.902,Ample parking available - standard guidance sufficient
PK640789,2025-11-19 06:45:57,J020-P2,J020,Malleshwaram Circle,On-Street Metered,76,21,27.6,Weekday,False,True,12.0,False,False,0.51,51.3,0.21,0.064,0.147,0.932,Ample parking available - standard guidance sufficient
PK640790,2025-03-22 14:08:27,J037-P2,J037,Kadugodi,On-Street Metered,64,44,68.8,Weekend,False,False,0.0,False,False,0.54,39.4,0.13,0.037,0.085,0.974,Ample parking available - standard guidance sufficient
PK640791,2026-05-05 06:17:42,J010-P3,J010,Shivajinagar,Mall Basement,435,81,18.6,Weekday,False,True,13.1,False,False,0.59,32.7,0.09,0.022,0.051,0.926,Ample parking available - standard guidance sufficient
PK640792,2025-03-25 18:28:45,J020-P2,J020,Malleshwaram Circle,On-Street Metered,57,43,75.4,Weekday,False,False,0.0,False,False,0.38,77.0,0.34,0.093,0.215,0.945,Lot filling up - real-time slot guidance recommended
PK640793,2025-08-24 12:33:30,J018-P2,J018,Nagawara,Mall Basement,404,127,31.4,Weekend,False,True,7.6,False,False,0.55,23.7,0.09,0.024,0.054,0.903,Ample parking available - standard guidance sufficient
PK640794,2025-12-20 08:10:29,J019-P2,J019,RT Nagar,Office Complex,322,59,18.3,Weekend,False,False,0.0,False,False,0.62,24.9,0.09,0.028,0.066,0.943,Ample parking available - standard guidance sufficient
PK640795,2026-02-19 22:36:48,J020-P2,J020,Malleshwaram Circle,Mall Basement,423,288,68.1,Weekday,False,False,0.0,False,False,0.56,40.7,0.12,0.027,0.062,0.967,Ample parking available - standard guidance sufficient
PK640796,2026-06-11 09:21:47,J016-P1,J016,Sarjapur Road,Office Complex,273,219,80.2,Weekday,False,False,0.0,False,False,0.52,120.7,0.59,0.142,0.327,0.942,Lot filling up - real-time slot guidance recommended
PK640797,2026-02-11 16:36:17,J001-P1,J001,Silk Board,Mall Basement,490,26,5.3,Weekday,False,False,0.0,False,False,0.55,38.5,0.14,0.03,0.07,0.97,Ample parking available - standard guidance sufficient
PK640798,2025-01-23 07:33:45,J038-P1,J038,Varthur,Office Complex,261,40,15.3,Weekday,False,False,0.0,False,False,0.62,41.8,0.12,0.065,0.15,0.943,Ample parking available - standard guidance sufficient
PK640799,2025-09-20 20:24:46,J022-P1,J022,Rajajinagar,Market Area,74,11,14.9,Weekend,False,False,0.0,False,False,0.61,19.5,0.06,0.015,0.034,0.971,Ample parking available - standard guidance sufficient
PK640800,2025-06-14 21:24:24,J031-P3,J031,Cubbon Road,Mall Basement,465,443,95.3,Weekend,False,False,0.0,False,True,0.27,235.2,0.86,0.261,0.602,0.928,Lot near capacity - reroute to nearby alternate parking recommended
PK640801,2025-11-25 14:42:59,J008-P1,J008,Jayanagar 4th Block,Multi-Level Public,741,385,52.0,Weekday,False,False,0.0,False,False,0.46,35.6,0.14,0.01,0.023,0.983,Ample parking available - standard guidance sufficient
PK640802,2025-03-05 18:45:14,J021-P3,J021,Vijayanagar,On-Street Metered,77,62,80.5,Weekday,False,False,0.0,False,False,0.44,101.9,0.31,0.083,0.191,0.95,Lot filling up - real-time slot guidance recommended
PK640803,2025-07-25 09:49:10,J035-P2,J035,Domlur,Multi-Level Public,704,478,67.9,Weekday,False,False,0.0,False,False,0.59,36.3,0.13,0.042,0.097,0.968,Ample parking available - standard guidance sufficient
PK640804,2026-03-17 19:43:51,J018-P1,J018,Nagawara,Multi-Level Public,679,295,43.4,Weekday,False,False,0.0,False,False,0.43,23.2,0.1,0.034,0.079,0.944,Ample parking available - standard guidance sufficient
PK640805,2025-08-21 13:27:45,J012-P1,J012,Koramangala Sony World,Mall Basement,435,127,29.2,Weekday,False,True,41.1,True,False,0.64,27.3,0.09,0.041,0.095,0.766,Ample parking available - standard guidance sufficient
PK640806,2025-01-19 17:50:11,J017-P1,J017,Whitefield ITPL,Office Complex,290,90,31.0,Weekend,False,False,0.0,False,False,0.74,15.6,0.05,0.01,0.023,0.965,Ample parking available - standard guidance sufficient
PK640807,2025-06-27 06:03:52,J010-P3,J010,Shivajinagar,Market Area,126,35,27.8,Weekday,False,True,3.9,False,False,0.6,40.5,0.12,0.039,0.091,0.888,Ample parking available - standard guidance sufficient
PK640808,2025-12-08 22:28:17,J028-P3,J028,Tumkur Road,On-Street Metered,20,7,35.0,Weekday,False,False,0.0,False,False,0.53,40.3,0.14,0.03,0.07,0.969,Ample parking available - standard guidance sufficient
PK640809,2026-05-17 14:42:41,J007-P3,J007,Banashankari,Market Area,251,44,17.5,Weekend,False,False,0.0,False,False,0.56,30.0,0.08,0.038,0.088,0.949,Ample parking available - standard guidance sufficient
PK640810,2026-05-18 11:31:15,J039-P2,J039,KR Market,Mall Basement,416,37,8.9,Weekday,False,False,0.0,False,False,0.55,48.9,0.19,0.053,0.121,0.964,Ample parking available - standard guidance sufficient
PK640811,2026-01-09 05:28:21,J021-P2,J021,Vijayanagar,On-Street Metered,81,13,16.0,Weekday,False,False,0.0,False,False,0.61,37.8,0.15,0.036,0.082,0.965,Ample parking available - standard guidance sufficient
PK640812,2025-09-08 10:03:49,J027-P2,J027,Mysore Road,Market Area,103,94,91.3,Weekday,False,True,10.2,False,True,0.41,194.3,0.8,0.222,0.513,0.879,Lot filling up - real-time slot guidance recommended
PK640813,2025-07-16 08:21:18,J034-P3,J034,Ulsoor,Mall Basement,440,69,15.7,Weekday,False,False,0.0,False,False,0.75,28.3,0.1,0.025,0.057,0.981,Ample parking available - standard guidance sufficient
PK640814,2026-02-11 20:17:43,J039-P3,J039,KR Market,Mall Basement,433,331,76.4,Weekday,False,False,0.0,False,False,0.58,79.2,0.31,0.091,0.21,0.916,Lot filling up - real-time slot guidance recommended
PK640815,2026-04-21 09:31:48,J027-P2,J027,Mysore Road,Mall Basement,406,54,13.3,Weekday,False,False,0.0,False,False,0.63,29.6,0.11,0.028,0.065,0.974,Ample parking available - standard guidance sufficient
PK640816,2025-06-07 12:00:36,J033-P2,J033,Trinity Circle,Mall Basement,463,98,21.2,Weekend,False,False,0.0,False,False,0.49,23.9,0.11,0.022,0.051,0.955,Ample parking available - standard guidance sufficient
PK640817,2025-04-26 16:16:35,J014-P2,J014,Electronic City Toll,Mall Basement,453,79,17.4,Weekend,False,False,0.0,False,False,0.61,37.3,0.11,0.057,0.133,0.98,Ample parking available - standard guidance sufficient
PK640818,2025-01-20 20:56:22,J007-P2,J007,Banashankari,Mall Basement,479,340,71.0,Weekday,False,False,0.0,False,False,0.52,59.8,0.23,0.042,0.098,0.946,Ample parking available - standard guidance sufficient
PK640819,2025-11-13 15:39:06,J021-P1,J021,Vijayanagar,Office Complex,311,280,90.0,Weekday,False,True,16.9,False,True,0.44,203.8,0.89,0.223,0.516,0.903,Lot filling up - real-time slot guidance recommended
PK640820,2026-04-15 14:32:10,J042-P3,J042,Anand Rao Circle,Mall Basement,417,196,47.0,Weekday,True,False,0.0,False,False,0.46,31.6,0.17,0.045,0.104,0.896,Festival demand surge expected - pre-booking recommended
PK640821,2025-05-06 16:18:51,J007-P2,J007,Banashankari,Market Area,151,21,13.9,Weekday,False,False,0.0,False,False,0.66,41.4,0.18,0.043,0.1,0.96,Ample parking available - standard guidance sufficient
PK640822,2025-01-30 14:31:45,J028-P1,J028,Tumkur Road,Office Complex,286,214,74.8,Weekday,False,False,0.0,False,False,0.36,94.6,0.51,0.113,0.262,0.961,Ample parking available - standard guidance sufficient
PK640823,2026-03-21 20:46:43,J034-P1,J034,Ulsoor,On-Street Metered,80,32,40.0,Weekend,False,False,0.0,False,False,0.54,25.4,0.1,0.027,0.063,0.963,Ample parking available - standard guidance sufficient
PK640824,2025-02-05 19:24:26,J031-P1,J031,Cubbon Road,Mall Basement,461,348,75.5,Weekday,False,False,0.0,False,False,0.48,74.5,0.43,0.076,0.175,0.967,Lot filling up - real-time slot guidance recommended
PK640825,2025-07-19 18:49:14,J019-P3,J019,RT Nagar,Mall Basement,430,430,100.0,Weekend,False,True,45.3,False,True,0.26,447.8,2.37,0.584,1.35,0.834,Lot near capacity - reroute to nearby alternate parking recommended
PK640826,2025-11-15 16:45:29,J031-P3,J031,Cubbon Road,Mall Basement,511,74,14.5,Weekend,False,False,0.0,False,False,0.61,15.0,0.05,0.029,0.068,0.945,Ample parking available - standard guidance sufficient
PK640827,2025-10-24 18:52:40,J003-P1,J003,KR Puram,Mall Basement,528,369,69.9,Weekday,False,False,0.0,False,False,0.42,65.2,0.21,0.065,0.151,0.984,Ample parking available - standard guidance sufficient
PK640828,2026-06-17 06:57:16,J004-P1,J004,Hebbal,On-Street Metered,45,7,15.6,Weekday,False,False,0.0,False,False,0.7,32.9,0.09,0.025,0.057,0.967,Ample parking available - standard guidance sufficient
PK640829,2025-04-08 13:32:17,J037-P1,J037,Kadugodi,Office Complex,305,241,79.0,Weekday,False,False,0.0,False,False,0.43,105.3,0.36,0.099,0.229,0.978,Lot filling up - real-time slot guidance recommended
PK640830,2026-01-04 10:11:04,J017-P3,J017,Whitefield ITPL,Mall Basement,358,31,8.7,Weekend,False,False,0.0,False,False,0.58,42.8,0.05,0.032,0.073,0.965,Ample parking available - standard guidance sufficient
PK640831,2025-05-20 16:06:16,J012-P1,J012,Koramangala Sony World,Mall Basement,476,40,8.4,Weekday,False,False,0.0,False,False,0.56,34.1,0.13,0.031,0.071,0.968,Ample parking available - standard guidance sufficient
PK640832,2025-11-25 16:57:38,J037-P1,J037,Kadugodi,Office Complex,259,216,83.4,Weekday,False,False,0.0,False,False,0.31,139.2,0.38,0.107,0.248,0.939,Lot filling up - real-time slot guidance recommended
PK640833,2026-02-02 19:57:10,J024-P1,J024,JP Nagar,On-Street Metered,20,8,40.0,Weekday,False,False,0.0,False,False,0.43,62.7,0.22,0.06,0.14,0.96,Ample parking available - standard guidance sufficient
PK640834,2025-08-30 19:56:36,J017-P1,J017,Whitefield ITPL,Mall Basement,430,430,100.0,Weekend,False,True,23.4,False,True,0.3,500.1,2.35,0.616,1.424,0.839,Lot near capacity - reroute to nearby alternate parking recommended
PK640835,2026-02-02 12:21:15,J031-P1,J031,Cubbon Road,Market Area,111,89,80.2,Weekday,False,False,0.0,False,False,0.47,93.8,0.36,0.103,0.239,0.948,Lot filling up - real-time slot guidance recommended
PK640836,2025-04-02 17:48:46,J003-P3,J003,KR Puram,Office Complex,271,214,79.0,Weekday,False,False,0.0,False,False,0.43,117.6,0.52,0.135,0.312,0.949,Lot filling up - real-time slot guidance recommended
PK640837,2025-08-02 12:16:04,J010-P2,J010,Shivajinagar,Mall Basement,489,42,8.6,Weekend,False,False,0.0,False,False,0.67,32.7,0.12,0.028,0.064,0.934,Ample parking available - standard guidance sufficient
PK640838,2026-03-24 15:50:55,J039-P2,J039,KR Market,Mall Basement,459,117,25.5,Weekday,False,False,0.0,False,False,0.67,31.7,0.14,0.026,0.06,0.964,Ample parking available - standard guidance sufficient
PK640839,2025-12-20 17:47:02,J011-P1,J011,Indiranagar 100ft Road,Office Complex,302,90,29.8,Weekend,False,False,0.0,False,False,0.6,16.7,0.09,0.035,0.081,0.99,Ample parking available - standard guidance sufficient
PK640840,2025-09-05 15:51:08,J002-P1,J002,Marathahalli,Office Complex,280,223,79.6,Weekday,True,True,24.5,False,False,0.31,114.9,0.39,0.133,0.308,0.864,Lot filling up - real-time slot guidance recommended
PK640841,2025-01-02 19:40:33,J011-P3,J011,Indiranagar 100ft Road,Office Complex,314,34,10.8,Weekday,False,False,0.0,False,False,0.52,39.7,0.14,0.05,0.116,0.97,Ample parking available - standard guidance sufficient
PK640842,2025-06-21 09:51:17,J006-P2,J006,Tin Factory,Office Complex,303,94,31.0,Weekend,False,False,0.0,False,False,0.53,25.5,0.13,0.035,0.081,0.936,Ample parking available - standard guidance sufficient
PK640843,2025-04-06 14:15:44,J029-P3,J029,Old Airport Road,On-Street Metered,54,38,70.4,Weekend,True,False,0.0,False,False,0.45,53.3,0.17,0.068,0.157,0.885,Festival demand surge expected - pre-booking recommended
PK640844,2026-06-02 08:42:22,J037-P1,J037,Kadugodi,Market Area,73,73,100.0,Weekday,False,True,57.5,False,True,0.41,447.3,1.47,0.461,1.065,0.819,Lot near capacity - reroute to nearby alternate parking recommended
PK640845,2026-06-17 17:45:13,J020-P3,J020,Malleshwaram Circle,Mall Basement,418,255,61.0,Weekday,False,False,0.0,False,False,0.41,15.0,0.05,0.024,0.055,0.976,Ample parking available - standard guidance sufficient
PK640846,2025-12-13 18:38:08,J022-P2,J022,Rajajinagar,Office Complex,307,103,33.6,Weekend,False,False,0.0,False,False,0.49,18.4,0.07,0.02,0.045,0.954,Ample parking available - standard guidance sufficient
PK640847,2026-04-06 07:52:21,J017-P2,J017,Whitefield ITPL,Multi-Level Public,737,154,20.9,Weekday,False,False,0.0,False,False,0.55,40.0,0.16,0.041,0.096,0.975,Ample parking available - standard guidance sufficient
PK640848,2025-02-24 16:27:16,J024-P1,J024,JP Nagar,Mall Basement,486,77,15.8,Weekday,False,False,0.0,False,False,0.51,15.0,0.05,0.01,0.023,0.958,Ample parking available - standard guidance sufficient
PK640849,2025-09-05 18:25:06,J021-P3,J021,Vijayanagar,On-Street Metered,30,28,93.3,Weekday,True,True,8.7,False,True,0.31,231.0,1.32,0.316,0.729,0.862,Lot filling up - real-time slot guidance recommended
PK640850,2025-10-08 17:01:57,J041-P3,J041,Chalukya Circle,On-Street Metered,68,59,86.8,Weekday,False,False,0.0,False,False,0.45,161.7,0.67,0.179,0.414,0.935,Lot filling up - real-time slot guidance recommended
PK640851,2025-02-16 09:51:43,J018-P1,J018,Nagawara,Office Complex,378,113,29.9,Weekend,False,False,0.0,False,False,0.57,39.6,0.14,0.036,0.083,0.945,Ample parking available - standard guidance sufficient
PK640852,2025-02-08 09:32:54,J033-P2,J033,Trinity Circle,On-Street Metered,58,39,67.2,Weekend,False,False,0.0,False,False,0.38,72.2,0.2,0.064,0.147,0.951,Ample parking available - standard guidance sufficient
PK640853,2026-05-19 12:28:56,J031-P3,J031,Cubbon Road,Mall Basement,473,40,8.5,Weekday,False,False,0.0,False,False,0.5,45.4,0.11,0.033,0.076,0.975,Ample parking available - standard guidance sufficient
PK640854,2025-06-05 10:51:14,J022-P2,J022,Rajajinagar,On-Street Metered,85,54,63.5,Weekday,False,False,0.0,False,False,0.44,33.2,0.13,0.03,0.07,0.96,Ample parking available - standard guidance sufficient
PK640855,2026-04-25 06:06:16,J022-P2,J022,Rajajinagar,Office Complex,278,76,27.3,Weekend,False,True,3.7,False,False,0.57,17.5,0.06,0.032,0.074,0.906,Ample parking available - standard guidance sufficient
PK640856,2025-06-27 10:49:08,J038-P3,J038,Varthur,On-Street Metered,82,66,80.5,Weekday,False,True,11.4,False,False,0.49,127.2,0.49,0.127,0.294,0.908,Lot filling up - real-time slot guidance recommended
PK640857,2026-04-11 06:50:13,J026-P2,J026,Hosur Road,On-Street Metered,20,3,15.0,Weekend,False,False,0.0,False,False,0.57,43.1,0.17,0.024,0.055,0.956,Ample parking available - standard guidance sufficient
PK640858,2026-04-28 18:36:56,J026-P1,J026,Hosur Road,On-Street Metered,113,95,84.1,Weekday,False,False,0.0,False,False,0.36,159.7,0.45,0.15,0.345,0.945,Lot filling up - real-time slot guidance recommended
PK640859,2025-05-31 18:04:14,J003-P2,J003,KR Puram,Office Complex,324,121,37.3,Weekend,False,False,0.0,False,False,0.47,22.7,0.05,0.025,0.058,0.99,Ample parking available - standard guidance sufficient
PK640860,2025-11-23 07:17:18,J033-P2,J033,Trinity Circle,Multi-Level Public,744,110,14.8,Weekend,False,False,0.0,False,False,0.45,34.0,0.14,0.021,0.049,0.956,Ample parking available - standard guidance sufficient
PK640861,2025-10-12 12:07:49,J024-P3,J024,JP Nagar,On-Street Metered,54,37,68.5,Weekend,False,False,0.0,False,False,0.52,53.4,0.1,0.041,0.096,0.965,Ample parking available - standard guidance sufficient
PK640862,2026-03-05 09:09:21,J021-P1,J021,Vijayanagar,On-Street Metered,96,61,63.5,Weekday,True,False,0.0,False,False,0.49,27.5,0.13,0.044,0.102,0.928,Festival demand surge expected - pre-booking recommended
PK640863,2025-03-14 16:16:42,J021-P2,J021,Vijayanagar,Mall Basement,486,236,48.6,Weekday,True,False,0.0,False,False,0.62,35.9,0.15,0.036,0.083,0.942,Festival demand surge expected - pre-booking recommended
PK640864,2026-02-19 17:40:09,J014-P3,J014,Electronic City Toll,Office Complex,343,304,88.6,Weekday,False,False,0.0,False,False,0.3,181.0,0.85,0.214,0.495,0.931,Lot filling up - real-time slot guidance recommended
PK640865,2025-07-30 06:16:07,J031-P1,J031,Cubbon Road,Mall Basement,427,13,3.0,Weekday,False,False,0.0,False,False,0.62,27.3,0.12,0.028,0.065,0.963,Ample parking available - standard guidance sufficient
PK640866,2026-03-29 22:32:57,J008-P2,J008,Jayanagar 4th Block,Office Complex,253,59,23.3,Weekend,False,False,0.0,False,False,0.61,32.7,0.09,0.031,0.072,0.958,Ample parking available - standard guidance sufficient
PK640867,2026-06-05 18:59:35,J010-P3,J010,Shivajinagar,Mall Basement,418,327,78.2,Weekday,False,True,18.8,False,False,0.28,98.3,0.27,0.093,0.215,0.933,Lot filling up - real-time slot guidance recommended
PK640868,2026-03-20 13:24:53,J018-P3,J018,Nagawara,Market Area,82,37,45.1,Weekday,True,False,0.0,False,False,0.42,53.7,0.17,0.049,0.114,0.898,Festival demand surge expected - pre-booking recommended
